,10000
2,0.786144964720975
3,0.8283515073765233
4,0.8311738293778064
5,0.8333547145606157
6,0.8350224502886465
7,0.8329698524695317
8,0.8370750481077615
9,0.8363053239255933
10,0.837203335471456
11,0.8405388069275176
12,0.8346375881975625
13,0.8369467607440667
14,0.8372033354714562
15,0.8382296343810134
16,0.8386144964720973
17,0.8355355997434252
18,0.8387427838357923
19,0.8334830019243105
20,0.8392559332905709
21,0.8368184733803721
