,2000
2,0.690699166132136
3,0.6818473380372032
4,0.7171263630532392
5,0.7547145606157792
6,0.7543296985246953
7,0.7675432969852469
8,0.7838357921744707
9,0.7839640795381655
10,0.7896087235407311
11,0.7906350224502886
12,0.8010262989095575
13,0.7958948043617704
14,0.7865298268120591
15,0.7935856318152663
16,0.7951250801796024
17,0.8026940346375883
18,0.7996151379089159
19,0.7971776779987172
20,0.796407953816549
21,0.79807568954458
