,10000
2,0.7593329057087876
3,0.8395125080179604
4,0.8402822322001281
5,0.8570878768441308
6,0.8567030147530469
7,0.8649134060295062
8,0.8615779345734446
9,0.8569595894804362
10,0.8595253367543296
11,0.860166773572803
12,0.8624759461193072
13,0.8644002565747273
14,0.8642719692110328
15,0.8602950609364978
16,0.8610647851186657
17,0.8620910840282232
18,0.860166773572803
19,0.864143681847338
20,0.8638871071199488
21,0.8608082103912764
