,5000
2,0.7063502245028864
3,0.7099422706863374
4,0.7491982039769083
5,0.7875561257216164
6,0.7929441949967929
7,0.8135984605516355
8,0.8207825529185374
9,0.8310455420141116
10,0.834509300833868
11,0.8327132777421424
12,0.8309172546504169
13,0.8334830019243105
14,0.8373316228351507
15,0.8366901860166773
16,0.8396407953816549
17,0.8351507376523412
18,0.8383579217447081
19,0.8407953816549071
20,0.8401539448364336
21,0.8419499679281591
