,2000
2,0.7568954457985888
3,0.7888389993585632
4,0.7885824246311738
5,0.788838999358563
6,0.7875561257216164
7,0.7860166773572803
8,0.7813983322642719
9,0.7821680564464402
10,0.7905067350865941
11,0.7883258499037844
12,0.7846055163566389
13,0.7861449647209751
14,0.7819114817190507
15,0.7819114817190507
16,0.7883258499037844
17,0.7802437459910199
18,0.7822963438101347
19,0.7878127004490059
20,0.7794740218088518
21,0.7816549069916613
