,5000
2,0.7826812059012187
3,0.8153944836433611
4,0.8184733803720334
5,0.8197562540089802
6,0.8242463117382938
7,0.8219371391917896
8,0.8224502886465682
9,0.8228351507376523
10,0.8277100705580501
11,0.826170622193714
12,0.8289929441949969
13,0.8247594611930724
14,0.8234765875561256
15,0.8237331622835151
16,0.8238614496472098
17,0.828094932649134
18,0.8283515073765233
19,0.8219371391917896
20,0.8252726106478512
21,0.8193713919178961
