,2000
2,0.7444515715202054
3,0.8182168056446442
4,0.8219371391917896
5,0.8365618986529826
6,0.8369467607440667
7,0.8387427838357923
8,0.8420782552918537
9,0.8383579217447081
10,0.8410519563822965
11,0.8381013470173186
12,0.8414368184733803
13,0.842334830019243
14,0.8400256574727389
15,0.8396407953816549
16,0.8388710711994868
17,0.8400256574727389
18,0.8377164849262349
19,0.8402822322001283
20,0.841180243745991
21,0.8391276459268763
