,10000
2,0.7036561898652982
3,0.7172546504169339
4,0.761642078255292
5,0.795638229634381
6,0.8067992302758178
7,0.8287363694676075
8,0.8386144964720975
9,0.8400256574727389
10,0.8470814624759461
11,0.8460551635663887
12,0.8511866581141758
13,0.8492623476587555
14,0.8477228992944195
15,0.8554201411161001
16,0.8547787042976267
17,0.85349583066068
18,0.8558050032071842
19,0.856189865298268
20,0.8602950609364977
21,0.8587556125721616
