,100,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000
0,12.373738050460815,18.590078115463257,25.115314483642578,31.071465969085693,36.708690881729126,42.775469064712524,49.76841878890991,55.078309774398804,60.473586082458496,65.99848246574402,72.06983661651611
