,5000
2,0.8033354714560617
3,0.8273252084669659
4,0.8393842206542657
5,0.841180243745991
6,0.8424631173829378
7,0.8519563822963437
8,0.8499037844772289
9,0.8465683130211674
10,0.8497754971135343
11,0.8508017960230918
12,0.8484926234765876
13,0.8519563822963437
14,0.8560615779345735
15,0.849518922386145
16,0.8522129570237332
17,0.8531109685695959
18,0.8516998075689545
19,0.8515715202052597
20,0.8509300833867866
21,0.8466966003848622
