,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
100,0.35792174470814625,0.3335471456061578,0.33226427196921104,0.27068633739576653,0.281590763309814,0.3110968569595895,0.3335471456061578,0.29698524695317513,0.2873636946760744,0.3130211674150096,0.286722257857601,0.300192431045542,0.2520846696600385,0.23989737010904427,0.28287363694676076,0.29890955740859526,0.19499679281590762,0.21488133418858243,0.31558691468890315,0.26940346375881974
1000,0.7196921103271328,0.7350865939704939,0.718409236690186,0.7325208466966003,0.7094291212315587,0.7382937780628608,0.7427838357921744,0.7254650416933932,0.7222578576010263,0.7164849262347659,0.737010904425914,0.7190506735086594,0.7164849262347659,0.7331622835150737,0.7440667094291212,0.7395766516998076,0.7196921103271328,0.718409236690186,0.7248236048749198,0.7126363053239256
2000,0.7703656189865298,0.8017960230917255,0.8024374599101989,0.7896087235407312,0.7844772289929441,0.8062860808210391,0.8088518280949326,0.8107761385503528,0.7934573444515716,0.8037203335471456,0.7973059653624118,0.796023091725465,0.8088518280949326,0.796023091725465,0.7992302758178319,0.7966645285439384,0.812700449005773,0.7966645285439384,0.7915330339961514,0.7992302758178319
3000,0.7857601026298909,0.8101347017318794,0.8171905067350866,0.8389993585631815,0.8370750481077613,0.812700449005773,0.8248877485567672,0.8396407953816549,0.8255291853752406,0.8203976908274535,0.8409236690186017,0.849903784477229,0.8293778062860808,0.826170622193714,0.8191148171905067,0.8210391276459269,0.8146247594611931,0.8248877485567672,0.831302116741501,0.8184733803720333
4000,0.7928159076330982,0.822963438101347,0.8383579217447081,0.844772289929442,0.8287363694676074,0.844772289929442,0.8441308531109686,0.8409236690186017,0.841565105837075,0.8409236690186017,0.8389993585631815,0.8454137267479154,0.8460551635663887,0.8255291853752406,0.8319435535599743,0.844772289929442,0.831302116741501,0.8332264271969211,0.8569595894804362,0.8505452212957024
5000,0.8017960230917255,0.8274534958306606,0.8389993585631815,0.841565105837075,0.8486209108402822,0.8454137267479154,0.8454137267479154,0.8646568313021168,0.858242463117383,0.8479794740218088,0.8524695317511225,0.8531109685695959,0.8524695317511225,0.8492623476587556,0.8473380372033354,0.8614496472097498,0.8550352790250161,0.8531109685695959,0.8524695317511225,0.846696600384862
6000,0.804361770365619,0.8357921744708147,0.8364336112892881,0.8588838999358563,0.8569595894804362,0.8556767158434894,0.8563181526619628,0.8569595894804362,0.8569595894804362,0.8620910840282232,0.8665811417575369,0.846696600384862,0.86337395766517,0.8614496472097498,0.8460551635663887,0.8563181526619628,0.8531109685695959,0.8595253367543297,0.8652982681205901,0.8678640153944837
7000,0.8152661962796665,0.8505452212957024,0.8543938422065427,0.8537524053880693,0.858242463117383,0.8646568313021168,0.8601667735728031,0.8524695317511225,0.8595253367543297,0.8704297626683771,0.8576010262989096,0.8595253367543297,0.8736369467607441,0.8665811417575369,0.8640153944836434,0.8511866581141757,0.8627325208466966,0.8563181526619628,0.868505452212957,0.8620910840282232
8000,0.822963438101347,0.8550352790250161,0.846696600384862,0.8576010262989096,0.8608082103912764,0.8652982681205901,0.86337395766517,0.8659397049390635,0.8511866581141757,0.8627325208466966,0.8601667735728031,0.8672225785760103,0.8697883258499037,0.8569595894804362,0.8550352790250161,0.868505452212957,0.846696600384862,0.8723540731237973,0.8697883258499037,0.8640153944836434
9000,0.8152661962796665,0.8518280949326491,0.8556767158434894,0.8710711994868505,0.8627325208466966,0.8531109685695959,0.8665811417575369,0.8742783835792175,0.8736369467607441,0.8691468890314304,0.8704297626683771,0.8672225785760103,0.8723540731237973,0.868505452212957,0.8729955099422707,0.8678640153944837,0.8800513149454778,0.86337395766517,0.8762026940346376,0.8659397049390635
10000,0.8184733803720333,0.8537524053880693,0.8537524053880693,0.8672225785760103,0.868505452212957,0.8608082103912764,0.868505452212957,0.8665811417575369,0.8806927517639512,0.8588838999358563,0.868505452212957,0.8742783835792175,0.8710711994868505,0.8608082103912764,0.8614496472097498,0.8627325208466966,0.8672225785760103,0.8742783835792175,0.8640153944836434,0.8774855676715844
