,1,2,3,4,5
2,0.8114175753688262,0.8178319435535599,0.8139833226427197,0.8152661962796665,0.8171905067350866
3,0.8569595894804362,0.8409236690186017,0.8531109685695959,0.8473380372033354,0.8441308531109686
4,0.8652982681205901,0.8576010262989096,0.8640153944836434,0.8505452212957024,0.8563181526619628
5,0.8620910840282232,0.8595253367543297,0.8614496472097498,0.8691468890314304,0.8652982681205901
6,0.8736369467607441,0.8652982681205901,0.8543938422065427,0.8672225785760103,0.8601667735728031
7,0.8736369467607441,0.8652982681205901,0.8595253367543297,0.8620910840282232,0.8595253367543297
8,0.8678640153944837,0.8652982681205901,0.8620910840282232,0.8627325208466966,0.8620910840282232
9,0.8646568313021168,0.8710711994868505,0.8697883258499037,0.8640153944836434,0.8614496472097498
10,0.8704297626683771,0.8595253367543297,0.86337395766517,0.8652982681205901,0.8717126363053239
11,0.8736369467607441,0.8659397049390635,0.8717126363053239,0.8691468890314304,0.868505452212957
12,0.8800513149454778,0.8710711994868505,0.8608082103912764,0.8691468890314304,0.8659397049390635
13,0.8710711994868505,0.8659397049390635,0.8729955099422707,0.8672225785760103,0.8588838999358563
14,0.8787684413085312,0.8704297626683771,0.8620910840282232,0.8646568313021168,0.8697883258499037
15,0.8646568313021168,0.8601667735728031,0.86337395766517,0.8640153944836434,0.8620910840282232
16,0.8749198203976908,0.8736369467607441,0.8576010262989096,0.8729955099422707,0.8672225785760103
17,0.86337395766517,0.8691468890314304,0.8601667735728031,0.8704297626683771,0.8620910840282232
18,0.8697883258499037,0.8774855676715844,0.8665811417575369,0.8665811417575369,0.86337395766517
19,0.868505452212957,0.8601667735728031,0.868505452212957,0.8749198203976908,0.8697883258499037
20,0.8742783835792175,0.8749198203976908,0.8646568313021168,0.8665811417575369,0.8627325208466966
21,0.8800513149454778,0.8704297626683771,0.8576010262989096,0.8717126363053239,0.8588838999358563
