,2000
2,0.7606157793457344
3,0.7902501603592047
4,0.7947402180885182
5,0.7987171263630533
6,0.8014111610006415
7,0.8041051956382296
8,0.7947402180885184
9,0.8074406670942912
10,0.7976908274534957
11,0.8021808851828094
12,0.8026940346375883
13,0.8023091725465041
14,0.7988454137267479
15,0.7987171263630531
16,0.8034637588197562
17,0.797177677998717
18,0.805131494547787
19,0.7982039769082745
20,0.7982039769082745
21,0.7993585631815266
